ref,marque,nom,rayon,famille,prix,icone,dispo,cap,specs,photo,photos,actif,description
SPLELA24-24000A,Elactron,Split Elactron 24000btu armoire etn24r1st,clim,Climatiseurs,298400,split,jour,24000 BTU,Type: Split | Capacité: 24000 BTU | Garantie: 12 mois,images/SPLELA24-24000A-1.jpg,images/SPLELA24-24000A-1.jpg;images/SPLELA24-24000A-4.jpg;images/SPLELA24-24000A-3.jpg;images/SPLELA24-24000A-2.jpg;images/SPLELA24-24000A-5.jpg,oui,Split armoire elactron ETN-24R1ST Marque : Elctron Type de produit : Split Armoire Capacité de refroidissement : 24000 BTU Utilisation facile Refroidissement confortable et facile Références : ETN-24R1ST
SPLELA09-9000IN,Elactron,Split Elactron 9000btu inverter,clim,Climatiseurs,223400,split,jour,9000 BTU,Type: Split | Capacité: 9000 BTU | Garantie: 12 mois,images/SPLELA09-9000IN-2.png,images/SPLELA09-9000IN-2.png;images/SPLELA09-9000IN-1.png;images/SPLELA09-9000IN-4.png;images/SPLELA09-9000IN-3.png,oui,"SPLIT – ELACTRON – 9000 BTU- 1.25 CV INVERTER Consommation d'énergie A++ Puissance : 950W Tension : 220-240V Fréquence :50Hz Classe énergétique :A++ Couleur : blanc Capacité de refroidissement : 2500W Unité intérieure : Bruit : 37dB Poids : 6,5 Kg Dimensions (LxHxP) : 690x283x199 Unité extérieure : Bruit : 51dB Poids : 19,5 Kg Dimensions (LxHxP) : 760x347x277 Matière : copper"
SPLEND36-36000B,Enduro,Split Enduro 36000btu 4cv armoire r410a,clim,Climatiseurs,744000,split,jour,36000 BTU,Type: Split | Capacité: 36000 BTU | Garantie: 12 mois,images/SPLEND36-36000B-1.png,images/SPLEND36-36000B-1.png,oui,"Climatiseur Enduro de 36000 BTU (4 CV), format armoire, sur pied. Adapté à une pièce d'environ 60 m². Installation par nos techniciens à Dakar. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
SPLFIN12-12000I,Finix,Split finix 12000btu 1.5cv inverter finix12dbc,clim,Climatiseurs,150000,split,jour,12000 BTU,Type: Split | Capacité: 12000 BTU | Garantie: 12 mois,images/SPLFIN12-12000I-1.png,images/SPLFIN12-12000I-1.png,oui,"Type: Type de montage mural en deux parties, refroidissement uniquement Capacité: 12000Btu / h Tension: 220-240V- Fréquence: 50HZ brut / poids net: 9 / 8 kg"
SPLFIN18-18000B,Finix,Split finix 18000btu 2.5cv g410 finix18bb,clim,Climatiseurs,215500,split,jour,18000 BTU,Type: Split | Capacité: 18000 BTU | Garantie: 12 mois,images/SPLFIN18-18000B-1.jpg,images/SPLFIN18-18000B-1.jpg,oui,Type : Refroidissement uniquement de type mural divisé Capacité : 18000Btu / h 2.5CV Gaz : 410 Type : Refroidissement uniquement Brut / poids net : 51 / 46kg
SPLFIN18-18DBC2,N A,Split finix 18000btu 2.5cv inverter r410a finix 18dbc,clim,Climatiseurs,225000,split,jour,18000 BTU,Type: Split | Capacité: 18000 BTU | Garantie: 12 mois,images/SPLFIN18-18DBC2-1.png,images/SPLFIN18-18DBC2-1.png,oui,"Type : SPLIT Marque :FINIX Capacité : 18000 Btu / h INVERTER R410 Tension : 220-240v Fréquence : 50Hz Couleur : blanc Poids brut / net : 8,5 / 7.5kg Dimension : 800x265x330mm"
SPLFIN24-24LA00,Finix,Split finix armoire 24000btu gaz 410,clim,Climatiseurs,504700,split,jour,24000 BTU,Type: Split | Capacité: 24000 BTU | Garantie: 12 mois,images/SPLFIN24-24LA00-1.png,images/SPLFIN24-24LA00-1.png,oui,Split Armoire FINIX-24LA 24000BTU 3CV GAZ 410A Capacité :24000Btu / h Tension : 220-240V- Fréquence : 50HZ Couleur : GRIS CLAIR Dimensions : 1800 x 438 x 607 mm
SPLGRE12-12000I,Autre Marque,Split gree 12000btu inverter,clim,Climatiseurs,190000,split,jour,12000 BTU,Type: Split | Capacité: 12000 BTU | Garantie: 12 mois,images/SPLGRE12-12000I-2.jpg,images/SPLGRE12-12000I-2.jpg;images/SPLGRE12-12000I-1.jpg;images/SPLGRE12-12000I-4.jpg;images/SPLGRE12-12000I-3.jpg,oui,"Climatiseur Split Gree 12000Btu INVERTER Classe énergétique (Ψ): A +++ Classe énergétique (Θ): A +++ L'être Rendement (kW): 2,70-3,50 L'être Rendement (Btu / h): 9.212-11.942 Compteur de réfrigérant: R32 Largeur (condensateur) : 77,6 centimètres ; Hauteur (condenseur) : 54 centimètres ; Profondeur (condenseur) : 32 centimètres ; Couleur blanche; Minuteur; Réglage de la vitesse de ventilation ; Mode veille; Mode balançoire ; Mode Turbo; Fonction brise ; Protection anticorrosion ; Déshumidification ; Contrôle de température stable."
SPLGRE18-18000C,Autre Marque,Split gree 18000btu inverter cassette,clim,Climatiseurs,225000,split,jour,18000 BTU,Type: Split | Capacité: 18000 BTU | Garantie: 12 mois,images/SPLGRE18-18000C-1.jpg,images/SPLGRE18-18000C-1.jpg,oui,Marque : Gree Type de produit: Climatiseur cassette Capacité de refroidissement: 18000 BTU INVERTER Refrigerant : R410A
SPLGRE24-24000B,Autre Marque,Split gree 24000btu 3cv gaz 410,clim,Climatiseurs,310000,split,jour,24000 BTU,Type: Split | Capacité: 24000 BTU | Garantie: 12 mois,images/SPLGRE24-24000B-1.png,images/SPLGRE24-24000B-1.png,oui,"Marque: Gree Puissance : 24000 Btu Efficacité énergétique : SEER (W/W) : 6,3 SCOP (W/W) : 4,0/5,1/2,8 Classe d’efficacité énergétique (refroidissement) : A + + Classe d’efficacité énergétique (chauffage) : A + Saison froide d’une consommation énergétique froid/chaud kWh/an : 373 – Chauffage 2240/1949/4800 Performance : Puissance de refroidissement (kW) : 6,7 Puissance de chauffage (kW) : 7,1 AirFlow de l’unité intérieure m³/h : 1150-1050-950-850 Pression acoustique Unité unité intérieure (dB (a)) :. 48-45-42-39 Pression acoustique Max de l’unité extérieure (dB (a)) : 60 Puissance froid kW : 1,875 Puissance chauffage kW 1,945 Données électriques : Alimentation (V/Hz/&#038; # x3 a6 ;) : 230/50/1 Caractéristiques : Fluide frigorigène : R410 A ‘Tubes/gaz liquide (pouces) : 1/4-5/8 ” Longueur maximale de la conduite calcule agg. m 25 Hauteur maximale différence (vers le haut) m 10 unité extérieure Dimensions et poids : Unité intérieure HxLxP (mm) : 325 x 1078 x 246-17 kg H x L x P (mm) : 700 x 955 x 396-53 Kg Unité extérieure"
SPLGRE24-24000R,Autre Marque,Split gree 24000btu 3cv inverter cassette r32,clim,Climatiseurs,310000,split,jour,24000 BTU,Type: Split | Capacité: 24000 BTU | Garantie: 12 mois,images/SPLGRE24-24000R-1.png,images/SPLGRE24-24000R-1.png,oui,"Climatiseur de 24000 BTU (3 CV), format cassette, à encastrer au plafond. Adapté à une pièce d'environ 40 m². Technologie inverter : le compresseur adapte sa puissance au lieu de démarrer et s'arrêter, ce qui réduit la consommation électrique et le bruit. Installation par nos techniciens à Dakar. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
SPLGRE24-24000I,Autre Marque,Split gree 24000btu inverter,clim,Climatiseurs,310000,split,jour,24000 BTU,Type: Split | Capacité: 24000 BTU | Garantie: 12 mois,images/SPLGRE24-24000I-3.jpg,images/SPLGRE24-24000I-3.jpg;images/SPLGRE24-24000I-2.jpg;images/SPLGRE24-24000I-1.jpg;images/SPLGRE24-24000I-4.jpg,oui,"Climatiseur Split Gree 12000Btu INVERTER Classe énergétique (Ψ): A +++ Classe énergétique (Θ): A +++ L'être Rendement (kW): 2,70-3,50 L'être Rendement (Btu / h): 9.212-11.942 Compteur de réfrigérant: R32 Largeur (condensateur) : 77,6 centimètres ; Hauteur (condenseur) : 54 centimètres ; Profondeur (condenseur) : 32 centimètres ; Couleur blanche; Minuteur; Réglage de la vitesse de ventilation ; Mode veille; Mode balançoire ; Mode Turbo; Fonction brise ; Protection anticorrosion ; Déshumidification ; Contrôle de température stable."
SPLGRE09-9000BT,Autre Marque,Split gree 9000btu gaz 410,clim,Climatiseurs,140000,split,jour,9000 BTU,Type: Split | Capacité: 9000 BTU | Garantie: 12 mois,images/SPLGRE09-9000BT-1.png,images/SPLGRE09-9000BT-1.png,oui,Marque: Gree Capacité de refroidissement: 9000 BTU Volume de refroidissement: 470 m3/h Niveau sonore: 37 dB(A)
SPLGRE09-9000IN,Autre Marque,Split gree 9000btu inverter,clim,Climatiseurs,140000,split,jour,9000 BTU,Type: Split | Capacité: 9000 BTU | Garantie: 12 mois,images/SPLGRE09-9000IN-3.jpg,images/SPLGRE09-9000IN-3.jpg;images/SPLGRE09-9000IN-2.jpg;images/SPLGRE09-9000IN-1.jpg;images/SPLGRE09-9000IN-4.jpg,oui,"Climatiseur Split Gree 9000Btu INVERTER Classe énergétique (Ψ): A +++ Classe énergétique (Θ): A +++ L'être Rendement (kW): 2,70-3,50 L'être Rendement (Btu / h): 9.212-11.942 Compteur de réfrigérant: R32 Couleur blanche; Minuteur; Réglage de la vitesse de ventilation ; Mode veille; Mode balançoire ; Mode Turbo; Fonction brise ; Protection anticorrosion ; Déshumidification ; Contrôle de température stable. Largeur (condensateur) : 77,6 centimètres ; Hauteur (condenseur) : 54 centimètres ; Profondeur (condenseur) : 32 centimètres ;"
SPLGRE18-18000G,Autre Marque,Split green 18000btu 2cv gn18000,clim,Climatiseurs,225000,split,jour,18000 BTU,Type: Split | Capacité: 18000 BTU | Garantie: 12 mois,images/SPLGRE18-18000G-1.jpg,images/SPLGRE18-18000G-1.jpg,oui,"Climatiseur de 18000 BTU (2 CV), format split mural. Adapté à une pièce d'environ 30 m². Installation par nos techniciens à Dakar. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
SPLGRE09-9000GN,Autre Marque,Split green 9000btu 1.25cv gn9000,clim,Climatiseurs,140000,split,jour,9000 BTU,Type: Split | Capacité: 9000 BTU | Garantie: 12 mois,images/SPLGRE09-9000GN-1.jpg,images/SPLGRE09-9000GN-1.jpg,oui,"Climatiseur de 9000 BTU (1.25 CV), format split mural. Adapté à une pièce d'environ 15 m². Installation par nos techniciens à Dakar. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
SPLHAI10-10000B,Haier,Split Haier 10000btu inverter gaz 410 hsu10rbsr1e,clim,Climatiseurs,173500,split,jour,10000 BTU,Type: Split | Capacité: 10000 BTU | Garantie: 12 mois,images/SPLHAI10-10000B-1.png,images/SPLHAI10-10000B-1.png,oui,"Climatiseur Haier de 10000 BTU, format split mural. Adapté à une pièce d'environ 20 m². Technologie inverter : le compresseur adapte sa puissance au lieu de démarrer et s'arrêter, ce qui réduit la consommation électrique et le bruit. Installation par nos techniciens à Dakar. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
SPLHAI13-13000B,Haier,Split Haier 13000btu inverter hsu13rbsr1e,clim,Climatiseurs,211000,split,jour,13000 BTU,Type: Split | Capacité: 13000 BTU | Garantie: 12 mois,images/SPLHAI13-13000B-1.jpg,images/SPLHAI13-13000B-1.jpg,oui,"Climatiseur Haier de 13000 BTU, format split mural. Adapté à une pièce d'environ 30 m². Technologie inverter : le compresseur adapte sa puissance au lieu de démarrer et s'arrêter, ce qui réduit la consommation électrique et le bruit. Installation par nos techniciens à Dakar. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
SPLHAI19-19000B,Haier,Split Haier 19000btu 2.5cv inverter hsu19rbsr1e,clim,Climatiseurs,274500,split,jour,19000 BTU,Type: Split | Capacité: 19000 BTU | Garantie: 12 mois,images/SPLHAI19-19000B-1.png,images/SPLHAI19-19000B-1.png;images/SPLHAI19-19000B-2.png,oui,"Climatiseur Haier de 19000 BTU (2.5 CV), format split mural. Adapté à une pièce d'environ 40 m². Technologie inverter : le compresseur adapte sa puissance au lieu de démarrer et s'arrêter, ce qui réduit la consommation électrique et le bruit. Installation par nos techniciens à Dakar. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
SPLHAI24-24000I,Haier,Split Haier 24000btu 3cv armoire inverter 1u24kfasra,clim,Climatiseurs,472500,split,jour,24000 BTU,Type: Split | Capacité: 24000 BTU | Garantie: 12 mois,images/SPLHAI24-24000I-1.jpg,images/SPLHAI24-24000I-1.jpg,oui,"Climatiseur Haier de 24000 BTU (3 CV), format armoire, sur pied. Adapté à une pièce d'environ 40 m². Technologie inverter : le compresseur adapte sa puissance au lieu de démarrer et s'arrêter, ce qui réduit la consommation électrique et le bruit. Installation par nos techniciens à Dakar. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
SPLHAI24-24000T,Haier,Split Haier 25000btu 3cv gaz 410 inverter hsu25rbsr1e,clim,Climatiseurs,315200,split,jour,25000 BTU,Type: Split | Capacité: 25000 BTU | Garantie: 12 mois,images/SPLHAI24-24000T-1.jpg,images/SPLHAI24-24000T-1.jpg,oui,"Climatiseur Haier de 25000 BTU (3 CV), format split mural. Adapté à une pièce d'environ 60 m². Technologie inverter : le compresseur adapte sa puissance au lieu de démarrer et s'arrêter, ce qui réduit la consommation électrique et le bruit. Installation par nos techniciens à Dakar. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
SPLHAI25-25000W,Haier,Split Haier 25000btu 3cv noir Wi-Fi mirroir inverter hsu25qf13c1,clim,Climatiseurs,320600,split,jour,25000 BTU,Type: Split | Capacité: 25000 BTU | Couleur: Noir | Garantie: 12 mois,images/SPLHAI25-25000W-1.png,images/SPLHAI25-25000W-1.png;images/SPLHAI25-25000W-2.png,oui,"Climatiseur Haier de 25000 BTU (3 CV), format split mural. Adapté à une pièce d'environ 60 m². Technologie inverter : le compresseur adapte sa puissance au lieu de démarrer et s'arrêter, ce qui réduit la consommation électrique et le bruit. Pilotable depuis le téléphone via Wi-Fi. Installation par nos techniciens à Dakar. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
SPLHAI18-18000C,Haier,Split Haier cassette 18000btu inverter sans liaison 1u50s1pj2sa,clim,Climatiseurs,563750,split,jour,18000 BTU,Type: Split | Capacité: 18000 BTU | Garantie: 12 mois,images/SPLHAI18-18000C-1.jpg,images/SPLHAI18-18000C-1.jpg,oui,"Marque : Haier Haier Inverter Cassette Air Conditioner 5.0kW 18000BTU Classe énergétique A++,"
SPLHAI24-24000C,Haier,Split Haier cassette 24000btu inverter,clim,Climatiseurs,320600,split,jour,24000 BTU,Type: Split | Capacité: 24000 BTU | Garantie: 12 mois,images/SPLHAI24-24000C-1.jpg,images/SPLHAI24-24000C-1.jpg,oui,"Marque : Haier Haier Inverter Cassette Air Conditioner 24000BTU Classe énergétique A++,"
SPLHAI12-12000M,Haier,Split Haier double evap 12000btu 1.5cv inverter as35rbahra4,clim,Climatiseurs,395700,split,jour,12000 BTU,Type: Split | Capacité: 12000 BTU | Garantie: 12 mois,images/SPLHAI12-12000M-2.png,images/SPLHAI12-12000M-2.png;images/SPLHAI12-12000M-1.png,oui,"Climatiseur Haier de 12000 BTU (1.5 CV), format split mural. Adapté à une pièce d'environ 20 m². Technologie inverter : le compresseur adapte sa puissance au lieu de démarrer et s'arrêter, ce qui réduit la consommation électrique et le bruit. Installation par nos techniciens à Dakar. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
SPLHIS12-AS12T4,Hisense,Split Hisense 12000btu 1.5cv inverter + Wi-Fi + ia r410 noir as12tw4sgvqh00,clim,Climatiseurs,222800,split,jour,12000 BTU,Type: Split | Capacité: 12000 BTU | Couleur: Noir | Garantie: 12 mois,images/SPLHIS12-AS12T4-3.jpg,images/SPLHIS12-AS12T4-3.jpg;images/SPLHIS12-AS12T4-2.jpg;images/SPLHIS12-AS12T4-1.jpg,oui,"Climatiseur Hisense de 12000 BTU (1.5 CV), format split mural. Adapté à une pièce d'environ 20 m². Technologie inverter : le compresseur adapte sa puissance au lieu de démarrer et s'arrêter, ce qui réduit la consommation électrique et le bruit. Pilotable depuis le téléphone via Wi-Fi. Installation par nos techniciens à Dakar. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
SPLHIS12-12000B,Hisense,Split Hisense 12000btu 1.5cv r410 as12cr4svddc,clim,Climatiseurs,222800,split,jour,12000 BTU,Type: Split | Capacité: 12000 BTU | Garantie: 12 mois,images/SPLHIS12-12000B-1.jpg,images/SPLHIS12-12000B-1.jpg,oui,"Puissance Froid: 12000 btu/h Rapide, Confortable et Silencieux Economie d’énergie Nombreuses fonctionnalités"
SPLHIS18-18000N,Hisense,Split Hisense 18000btu 2cv inverter Wi-Fi r410 noir as18tw4sluhbb,clim,Climatiseurs,266600,split,jour,18000 BTU,Type: Split | Capacité: 18000 BTU | Couleur: Noir | Garantie: 12 mois,images/SPLHIS18-18000N-3.png,images/SPLHIS18-18000N-3.png;images/SPLHIS18-18000N-2.png;images/SPLHIS18-18000N-1.png,oui,"Climatiseur Hisense de 18000 BTU (2 CV), format split mural. Adapté à une pièce d'environ 30 m². Technologie inverter : le compresseur adapte sa puissance au lieu de démarrer et s'arrêter, ce qui réduit la consommation électrique et le bruit. Pilotable depuis le téléphone via Wi-Fi. Installation par nos techniciens à Dakar. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
SPLHIS18-18000B,Hisense,Split Hisense 18000btu 2cv r410a as18cr4smadc,clim,Climatiseurs,266600,split,jour,18000 BTU,Type: Split | Capacité: 18000 BTU | Garantie: 12 mois,images/SPLHIS18-18000B-1.jpg,images/SPLHIS18-18000B-1.jpg,oui,"Puissance Froid: 18 000 btu/h Rapide, Confortable et Silencieux Economie d’énergie Nombreuses fonctionnalités"
SPLHIS24-24INVE,Hisense,Split Hisense 24000btu inverter as24trh4sbbtg,clim,Climatiseurs,601200,split,jour,24000 BTU,Type: Split | Capacité: 24000 BTU | Garantie: 12 mois,images/SPLHIS24-24INVE-1.jpg,images/SPLHIS24-24INVE-1.jpg,oui,"Climatiseur Hisense Split Air Conditionner 24000 BTU Inverter – 3 CV disperse l’air uniformément à grande vitesse pour un refroidissement rapide qui est 20% plus rapide que les autres. Filtre anti-poussière, charbon actif, non-argent, filtre à catéchine, bactérie acaro et or argent Les nageoires bleues offrent une résistance à la corrosion et améliorent la durabilité des tubes en cuivre à rainure intérieure AC pour un rendement énergétique élevé. La conception contemporaine athétique pour améliorer l’ambiance de votre maison."
SPLHIS24-24000B,Hisense,Split Hisense 24000btu r410 as24cr4sxtca,clim,Climatiseurs,601200,split,jour,24000 BTU,Type: Split | Capacité: 24000 BTU | Garantie: 12 mois,images/SPLHIS24-24000B-3.png,images/SPLHIS24-24000B-3.png;images/SPLHIS24-24000B-2.png;images/SPLHIS24-24000B-1.png;images/SPLHIS24-24000B-4.jpg,oui,"Marque : Hisense Puissance : 24000 BTU/h Capacité : 3CV Réfrigérant : R410 Cold Plasma Generator Rapide, Confortable et Silencieux Economie d’énergie Nombreuses fonctionnalités"
